video_id,main_gloss,og_gloss,dominant_start_handshape,non_dominant_start_handshape,dominant_end_handshape,non_dominant_end_handshape,video_file,handedness,variant_1,variant_2,compounded_word,notes
2222,COLD,COLD,S,S,S,S,ASL_2011_06_08_Brady_scene28-camera1.mov,1,,,,
2223,COLD,COLD,S,S,S,S,ASL_2011_07_19_Brady_scene53-camera1.mov,1,,,,
2224,COLD,COLD,S,S,S,S,ASL_2011_07_22_Brady_scene50-camera1.mov,1,,,,
2225,COLD,COLD,S,S,S,S,ASL_2006_09_26_scene61-camera1.mov,1,,,,
39696,REFRIGERATOR,COLD+DOOR,S,S,B,B,ASL_2010_08_10_Liz_additional_lexicon_signs_scene7-camera1.mov,1,,,COLD+DOOR,
39697,REFRIGERATOR,COLD+DOOR,S,S,B,B,ASL_2011_06_14_Brady_scene23-camera1.mov,1,,,COLD+DOOR,
2226,COLLAPSE,COLLAPSE,S,B,S,B,ASL_2008_05_12a_scene49-camera1.mov,1,,,,
2227,COLLAPSE,COLLAPSE,S,B-xd,S,B-xd,ASL_2011_06_08_Brady_scene28-camera1.mov,1,,,,
2228,COLLAR,COLLAR,crvd-L,crvd-L,crvd-L,crvd-L,ASL_2008_01_11_scene83-camera1.mov,1,,,,
2229,COLLAR,COLLAR,crvd-L,crvd-L,crvd-L,crvd-L,ASL_2008_08_04_scene51-camera1.mov,1,,,,
2230,COLLAR,COLLAR,G,G,G,G,ASL_2011_06_08_Brady_scene28-camera1.mov,1,,,,
2231,COLLAR,COLLAR,G,G,G,G,ASL_2011_07_22_Brady_scene40-camera1.mov,1,,,,
2233,COLLECT,COLLECT,crvd-5,B-L,A,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene27-camera1.mov,1,,,,
2234,COLLECT,COLLECT,bent-B-L,B-L,10,B-L,ASL_2008_05_12a_scene49-camera1.mov,1,,,,
2236,COLLECT,COLLECT,5,B-L,10,B-L,ASL_2008_08_04_scene51-camera1.mov,1,,,,
2237,COLLECT,COLLECT,crvd-5,B-L,10,B-L,ASL_2008_08_04_scene52-camera1.mov,1,,,,
207708,COLLECT,COLLECT,5,B-L,S,B-L,ASL_2011_06_08_Brady_scene33-camera1.mov,1,,,,
2238,COLLECT,COLLECT,crvd-B,B-L,10,B-L,ASL_2008_01_11_scene83-camera1.mov,1,,,,
2239,COLLECT,COLLECT,crvd-5,B-L,A,B-L,ASL_2011_06_08_Brady_scene28-camera1.mov,1,,,,
2240,COLLECT,COLLECT,5-C,B-L,S,B-L,ASL_2011_06_08_Brady_scene28-camera1.mov,1,,,,
207709,COLLECT,COLLECT,5,B-L,A,B-L,ASL_2011_07_22_Brady_scene44-camera1.mov,1,,,,
2241,COLLECT,COLLECT,crvd-B,B-L,10,B-L,ASL_2008_05_12a_scene50-camera1.mov,1,,,,
2242,COLLECT,COLLECT,5,B-L,crvd-B,B-L,ASL_2008_01_11_scene83-camera1.mov,1,,,,
2243,COLLECT,COLLECT,5,crvd-5,10,crvd-5,ASL_2008_02_01_scene19-camera1.mov,1,,,,
2244,COLLECT,COLLECT,5,B-L,10,B-L,ASL_2008_08_13_scene14-camera1.mov,1,,,,
2245,COLLECT,COLLECT,crvd-5,B-L,S,B-L,ASL_2011_06_14_Brady_scene32-camera1.mov,1,,,,
2246,COLLEGE,COLLEGE,B-L,B-L,B-L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene1-camera1.mov,1,,,,
2247,COLLEGE,COLLEGE,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene28-camera1.mov,1,,,,
2248,COLLEGE,COLLEGE,B-L,B-L,B-L,B-L,ASL_2006_10_10_scene5-camera1.mov,1,,,,
2249,COLLEGE,COLLEGE,B-L,B-L,B-L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene1-camera1.mov,1,,,,
2250,COLLEGE,COLLEGE,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene28-camera1.mov,1,,,,
2251,COLOR,COLOR,5,,5,,ASL_2008_01_11_scene83-camera1.mov,1,,,,
2252,COLOR,COLOR,5,,5,,ASL_2008_05_12a_scene50-camera1.mov,1,,,,
2253,COLOR,COLOR,5,,5,,ASL_2008_08_04_scene52-camera1.mov,1,,,,
2254,COLOR,COLOR,5,,5,,ASL_2011_06_08_Brady_scene28-camera1.mov,1,,,,
2255,COMB,COMB,5-C-L,,5-C-L,,ASL_2008_01_11_scene84-camera1.mov,1,,,,
2256,COMB,COMB,5-C-L,,5-C-L,,ASL_2008_05_12a_scene50-camera1.mov,1,,,,
2257,COMB,COMB,5-C-L,,5-C-L,,ASL_2008_08_04_scene52-camera1.mov,1,,,,
2258,COMB,COMB,5-C-L,,5-C-L,,ASL_2008_08_04_scene52-camera1.mov,1,,,,
2259,COMB,COMB,5-C-L,,5-C-L,,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2260,COMB,COMB,5-C-L,,5-C-L,,ASL_2008_01_11_scene84-camera1.mov,1,,,,
2261,COMB,COMB,5-C-L,,5-C-L,,ASL_2008_05_12a_scene50-camera1.mov,1,,,,
162,COME,COME,1,,bent-1,,ASL_2008_01_11_scene84-camera1.mov,1,,,,
163,COME,COME,1,,bent-1,,ASL_2008_05_12a_scene50-camera1.mov,1,,,,
164,COME,COME,1,,bent-1,,ASL_2008_08_04_scene52-camera1.mov,1,,,,
165,COME,COME,1,,bent-1,,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
279,COME,COME,1,1,1,1,ASL_2008_01_18_scene1-camera1.mov,1,,,,
280,COME,COME,1,1,1,1,ASL_2008_08_06_scene1-camera1.mov,1,,,,
281,COME,COME,1,1,1,1,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2262,COME,COME,1,1,bent-1,bent-1,ASL_2008_01_11_scene84-camera1.mov,1,,,,
2263,COME,COME,1,1,bent-1,bent-1,ASL_2008_05_12a_scene50-camera1.mov,1,,,,
2264,COME,COME,bent-1,bent-1,bent-1,bent-1,ASL_2008_08_04_scene52-camera1.mov,1,,,,
2265,COME,COME,1,1,bent-1,bent-1,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2266,COME ON,COME-ON,B-L,,crvd-B,,ASL_2008_01_11_scene84-camera1.mov,1,,,,
2267,COME ON,COME-ON,5,,crvd-sprd-B,,ASL_2008_05_12a_scene50-camera1.mov,1,,,,
2268,COME ON,COME-ON,5,,crvd-5,,ASL_2008_08_04_scene52-camera1.mov,1,,,,
2269,COME ON,COME-ON,5,,bent-B,,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2270,COME ON,COME-ON,B-L,,bent-B-L,,ASL_2006_10_10_scene5-camera1.mov,1,,,,
2271,COMFORTABLE,COMFORTABLE,crvd-B,crvd-flat-B,crvd-flat-B,crvd-B,ASL_2008_01_18_scene1-camera1.mov,1,,,,
2272,COMFORTABLE,COMFORTABLE,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_08_06_scene1-camera1.mov,1,,,,
2273,COMFORTABLE,COMFORTABLE,B-L,bent-B-L,B-L,bent-B-L,ASL_2008_05_12b_scene1-camera1.mov,1,,,,
2274,COMFORTABLE,COMFORTABLE,B-L,crvd-B,bent-B-L,bent-B-L,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2275,COMMITTEE,COMMITTEE,C,,C,,ASL_2008_01_18_scene1-camera1.mov,1,,,,
2276,COMMITTEE,COMMITTEE,C,,C,,ASL_2008_08_06_scene1-camera1.mov,1,,,,
2277,COMMITTEE,COMMITTEE,C,,C,,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2278,COMMON SENSE,COMMON-SENSE,C,,S,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene12-camera1.mov,1,,,,
2279,COMMON SENSE,COMMON-SENSE,C,,S,,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2280,COMMUNICATE,COMMUNICATE,C,C,C,C,ASL_2010_08_10_Liz_additional_lexicon_signs_scene26-camera1.mov,1,,,,
2281,COMMUNICATE,COMMUNICATE,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2008_08_06_scene1-camera1.mov,1,,,,
2282,COMMUNICATE,COMMUNICATE,C,C,C,C,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2283,COMMUNICATE,COMMUNICATE,C,C,C,C,ASL_2011_06_08_Brady_scene30-camera1.mov,1,,,,
2284,COMMUNICATE,COMMUNICATE,C,C,C,C,ASL_2008_01_18_scene1-camera1.mov,1,,,,
2285,COMMUNICATE,COMMUNICATE,C,C,C,C,ASL_2008_05_12b_scene1-camera1.mov,1,,,,
39702,MISCOMMUNICATE,COMMUNICATE+MISCOMMUNICATE,C,C,C,C,ASL_2008_06_10_scene16-camera1.mov,1,,,COMMUNICATE+MISCOMMUNICATE,
39703,MISCOMMUNICATE,COMMUNICATE+MISCOMMUNICATE,C,C,C,C,ASL_2011_07_19_Brady_scene3-camera1.mov,1,,,COMMUNICATE+MISCOMMUNICATE,
2286,COMMUNIST,COMMUNIST,1,C,1,C,ASL_2008_01_18_scene1-camera1.mov,1,,,,
207710,COMMUNIST,COMMUNIST,1,C,1,C,ASL_2008_08_06_scene1-camera1.mov,1,,,,
2288,COMMUNIST,COMMUNIST,1,C,1,C,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2289,COMMUTE,COMMUTE,10,,10,,ASL_2008_01_18_scene1-camera1.mov,1,,,,
2290,COMMUTE,COMMUTE,10,,10,,ASL_2008_05_12b_scene1-camera1.mov,1,,,,
2291,COMMUTE,COMMUTE,10,,10,,ASL_2008_08_06_scene1-camera1.mov,1,,,,
2292,COMMUTE,COMMUTE,10,,10,,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2293,COMPARE,COMPARE,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_01_18_scene1-camera1.mov,1,,,,
2294,COMPARE,COMPARE,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_05_12b_scene1-camera1.mov,1,,,,
2295,COMPARE,COMPARE,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_08_06_scene1-camera1.mov,1,,,,
2296,COMPARE,COMPARE,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2297,COMPETITION,COMPETITION,A,A,A,A,ASL_2008_01_18_scene2-camera1.mov,1,,,,
2298,COMPETITION,COMPETITION,A,A,A,A,ASL_2008_02_29_scene5-camera1.mov,1,,,,
2299,COMPETITION,COMPETITION,A,A,A,A,ASL_2008_08_06_scene1-camera1.mov,1,,,,
2300,COMPETITION,COMPETITION,10,10,10,10,ASL_2006_10_10_scene22-camera1.mov,1,,,,
2301,COMPETITION,COMPETITION,A,10,A,10,ASL_2008_05_12b_scene1-camera1.mov,1,,,,
2302,COMPETITION,COMPETITION,A,A,10,10,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2303,COMPETITION,COMPETITION,10,10,10,10,ASL_2011_07_19_Brady_scene50-camera1.mov,1,,,,
2304,COMPETITION,COMPETITION,10,10,10,10,ASL_2007_05_24_scene25-camera1.mov,1,,,,
2306,COMPLAIN/OBJECT,COMPLAIN/OBJECT,C,,C,,ASL_2008_01_18_scene21-camera1.mov,1,COMPLAIN,OBJECT,,
207717,COMPLAIN/OBJECT,COMPLAIN/OBJECT,C,,C,,ASL_2008_08_06_scene21-camera1.mov,1,COMPLAIN,OBJECT,,
2307,COMPLAIN/OBJECT,COMPLAIN/OBJECT,5-C,,5-C,,ASL_2008_08_06_scene2-camera1.mov,1,COMPLAIN,OBJECT,,
2308,COMPLAIN/OBJECT,COMPLAIN/OBJECT,5-C,,5-C,,ASL_2011_06_08_Brady_scene29-camera1.mov,1,COMPLAIN,OBJECT,,
2309,COMPLAIN/OBJECT,COMPLAIN/OBJECT,5-C,,5-C,,ASL_2008_01_18_scene2-camera1.mov,1,COMPLAIN,OBJECT,,
2310,COMPLAIN/OBJECT,COMPLAIN/OBJECT,C,,C,,ASL_2011_06_08_Brady_scene36-camera1.mov,1,COMPLAIN,OBJECT,,
2311,COMPLAIN/OBJECT,COMPLAIN/OBJECT,5-C,,5-C,,ASL_2008_05_12b_scene2-camera1.mov,1,COMPLAIN,OBJECT,,
2312,COMPLICATED,COMPLICATED,1,1,X,X,ASL_2010_08_10_Liz_additional_lexicon_signs_scene26-camera1.mov,1,,,,
2313,COMPLICATED,COMPLICATED,1,1,X,X,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2314,COMPUTER,COMPUTER,C,psv,C,psv,ASL_2008_08_06_scene2-camera1.mov,1,,,,
2315,COMPUTER,COMPUTER,C,B-L,C,B-L,ASL_2007_05_24_scene10-camera1.mov,1,,,,
2316,COMPUTER,COMPUTER,C,psv,C,psv,ASL_2008_05_12b_scene2-camera1.mov,1,,,,
2317,COMPUTER,COMPUTER,C,A,C,A,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2318,COMPUTER,COMPUTER,C,psv,C,psv,ASL_2006_10_10_scene6-camera1.mov,1,,,,
2319,COMPUTER,COMPUTER,C,psv,C,psv,ASL_2008_01_18_scene2-camera1.mov,1,,,,
2320,COMPUTER,COMPUTER,C,psv,C,psv,ASL_2008_01_18_scene2-camera1.mov,1,,,,
2321,CONCEPT,CONCEPT,C,,C,,ASL_2008_01_18_scene2-camera1.mov,1,,,,
2322,CONCEPT,CONCEPT,C,,C,,ASL_2008_05_12a_scene50-camera1.mov,1,,,,
2323,CONCEPT,CONCEPT,C,,C,,ASL_2008_05_12b_scene2-camera1.mov,1,,,,
2324,CONCEPT,CONCEPT,C,,C,,ASL_2008_08_06_scene2-camera1.mov,1,,,,
2325,CONCEPT,CONCEPT,C,,C,,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2326,CONCERN,CONCERN,25,25,25,25,ASL_2008_03_28_scene45-camera1.mov,1,,,,
2327,CONCERN,CONCERN,25,25,25,25,ASL_2010_08_10_Liz_additional_lexicon_signs_scene26-camera1.mov,1,,,,
2328,CONCERN,CONCERN,25,25,25,25,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2329,CONCERN,CONCERN,25,25,25,25,ASL_2011_07_22_Brady_scene33-camera1.mov,1,,,,
2330,CONCERN,CONCERN,25,25,25,25,ASL_2011_07_22_Brady_scene57-camera1.mov,1,,,,
2331,CONCLUSION,CONCLUSION,C,B-xd,C,B-xd,ASL_2008_05_12b_scene2-camera1.mov,1,,,,
2332,CONDUCT MUSIC,CONDUCT-MUSIC,1,1,1,1,ASL_2008_01_18_scene2-camera1.mov,1,,,,
2333,CONDUCT MUSIC,CONDUCT-MUSIC,1,1,1,1,ASL_2008_08_06_scene2-camera1.mov,1,,,,
2334,CONDUCT MUSIC,CONDUCT-MUSIC,1,1,1,1,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2335,CONDUCTOR,CONDUCTOR,G,,G,,ASL_2008_01_18_scene2-camera1.mov,1,,,,
2336,CONDUCTOR,CONDUCTOR,G,,G,,ASL_2008_08_06_scene2-camera1.mov,1,,,,
2337,CONFIDENT,CONFIDENT,5,5,S,S,ASL_2008_01_18_scene2-camera1.mov,1,,,,
2338,CONFIDENT,CONFIDENT,5,5,S,S,ASL_2008_05_12b_scene2-camera1.mov,1,,,,
2339,CONFIDENT,CONFIDENT,crvd-5,crvd-5,A,S,ASL_2008_08_06_scene2-camera1.mov,1,,,,
2340,CONFIDENTIAL,CONFIDENTIAL,5,5,S,S,ASL_2010_08_10_Liz_additional_lexicon_signs_scene5-camera1.mov,1,,,,
2341,CONFIDENTIAL,CONFIDENTIAL,crvd-5,crvd-5,S,S,ASL_2011_06_08_Brady_scene7-camera1.mov,1,,,,
2342,CONFIDENTIAL,CONFIDENTIAL,crvd-5,crvd-5,S,S,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2343,CONFLICT/INTERSECTION,CONFLICT/INTERSECTION,1,1,1,1,ASL_2008_01_18_scene3-camera1.mov,1,CONFLICT,INTERSECTION,,
2344,CONFLICT/INTERSECTION,CONFLICT/INTERSECTION,1,1,1,1,ASL_2010_08_10_Liz_additional_lexicon_signs_scene18-camera1.mov,1,CONFLICT,INTERSECTION,,
2345,CONFLICT/INTERSECTION,CONFLICT/INTERSECTION,1,1,1,1,ASL_2008_05_12b_scene2-camera1.mov,1,CONFLICT,INTERSECTION,,
2346,CONFLICT/INTERSECTION,CONFLICT/INTERSECTION,1,1,1,1,ASL_2008_08_06_scene2-camera1.mov,1,CONFLICT,INTERSECTION,,
2347,CONFLICT/INTERSECTION,CONFLICT/INTERSECTION,1,1,1,1,ASL_2011_06_08_Brady_scene29-camera1.mov,1,CONFLICT,INTERSECTION,,
2348,CONFLICT/INTERSECTION,CONFLICT/INTERSECTION,1,1,1,1,ASL_2011_06_14_Brady_scene6-camera1.mov,1,CONFLICT,INTERSECTION,,
2349,CONFLICT/INTERSECTION,CONFLICT/INTERSECTION,1,1,1,1,ASL_2011_06_14_Brady_scene41-camera1.mov,1,CONFLICT,INTERSECTION,,
2350,CONFLICT/INTERSECTION,CONFLICT/INTERSECTION,1,1,1,1,ASL_2006_10_10_scene6-camera1.mov,1,CONFLICT,INTERSECTION,,
2351,CONFLICT/INTERSECTION,CONFLICT/INTERSECTION,1,1,1,1,ASL_2007_05_24_scene10-camera1.mov,1,CONFLICT,INTERSECTION,,
430,CONFRONT,CONFRONT,A,A,B-L,B-L,ASL_2008_08_06_scene3-camera1.mov,1,,,,
2352,CONFRONT,CONFRONT,bent-B,crvd-flat-B,B-L,B-L,ASL_2008_01_18_scene3-camera1.mov,1,,,,
2353,CONFRONT,CONFRONT,bent-B,B-L,B-L,B-L,ASL_2008_05_12b_scene3-camera1.mov,1,,,,
2354,CONFRONT,CONFRONT,bent-B,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2355,CONFUSE,CONFUSE,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_01_18_scene3-camera1.mov,1,,,,
2356,CONFUSE,CONFUSE,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_05_12b_scene3-camera1.mov,1,,,,
2357,CONFUSE,CONFUSE,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_08_06_scene3-camera1.mov,1,,,,
2358,CONGRATULATIONS,CONGRATULATIONS,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_01_18_scene3-camera1.mov,1,,,,
2359,CONGRATULATIONS,CONGRATULATIONS,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_05_12b_scene3-camera1.mov,1,,,,
2360,CONGRATULATIONS,CONGRATULATIONS,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_08_06_scene3-camera1.mov,1,,,,
2361,CONGRATULATIONS,CONGRATULATIONS,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_08_Brady_scene29-camera1.mov,1,,,,
2362,CONSTITUTION,CONSTITUTION,C,B-L,C,B-L,ASL_2008_01_18_scene4-camera1.mov,1,,,,
2363,CONSTITUTION,CONSTITUTION,C,B-L,C,B-L,ASL_2008_08_06_scene4-camera1.mov,1,,,,
2364,CONSTITUTION,CONSTITUTION,C,B-L,C,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov,1,,,,
2365,CONTACT,CONTACT,25,25,25,25,ASL_2008_01_18_scene4-camera1.mov,1,,,,
2366,CONTACT,CONTACT,25,25,25,25,ASL_2008_08_06_scene4-camera1.mov,1,,,,
2367,CONTACT,CONTACT,25,25,25,25,ASL_2008_05_12b_scene4-camera1.mov,1,,,,
2368,CONTACT,CONTACT,25,25,25,25,ASL_2011_06_08_Brady_scene30-camera1.mov,1,,,,
2369,CONTACT LENSES,CONTACT-LENSES,25,,25,,ASL_2008_01_18_scene4-camera1.mov,1,,,,
2370,CONTACT LENSES,CONTACT-LENSES,25,,25,,ASL_2008_05_12b_scene4-camera1.mov,1,,,,
2371,CONTACT LENSES,CONTACT-LENSES,25,,25,,ASL_2008_08_06_scene4-camera1.mov,1,,,,
2372,CONTACT LENSES,CONTACT-LENSES,25,,25,,ASL_2011_06_08_Brady_scene30-camera1.mov,1,,,,
207711,CONTINUE,CONTINUE,10,10,10,10,ASL_2008_02_29_scene10-camera1.mov,1,,,,
2374,CONTINUE,CONTINUE,10,10,10,10,ASL_2008_01_18_scene3-camera1.mov,1,,,,
2375,CONTINUE,CONTINUE,10,10,10,10,ASL_2008_01_18_scene4-camera1.mov,1,,,,
2376,CONTINUE,CONTINUE,10,10,10,10,ASL_2008_08_06_scene4-camera1.mov,1,,,,
2377,CONTINUE,CONTINUE,10,10,10,10,ASL_2008_05_12b_scene3-camera1.mov,1,,,,
2378,CONTINUE,CONTINUE,10,10,10,10,ASL_2008_05_12b_scene4-camera1.mov,1,,,,
2379,CONTINUE,CONTINUE,10,10,10,10,ASL_2008_08_06_scene3-camera1.mov,1,,,,
2380,CONTINUE,CONTINUE,10,10,10,10,ASL_2011_06_08_Brady_scene30-camera1.mov,1,,,,
2381,CONVINCE,CONVINCE,B-L,B-L,B-L,B-L,ASL_2008_01_18_scene4-camera1.mov,1,,,,
2382,CONVINCE,CONVINCE,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov,1,,,,
2383,CONVINCE,CONVINCE,B,1,B,1,ASL_2008_02_15_scene40-camera1.mov,1,,,,
2384,CONVINCE,CONVINCE,B-L,1,B-L,1,ASL_2008_05_12b_scene4-camera1.mov,1,,,,
2385,CONVINCE,CONVINCE,B-L,1,B-L,1,ASL_2008_08_06_scene4-camera1.mov,1,,,,
2386,CONVINCE,CONVINCE,B-L,1,B-L,1,ASL_2011_07_19_Brady_scene34-camera1.mov,1,,,,
2387,CONVINCE,CONVINCE,B,1,B,1,ASL_2011_07_22_Brady_scene49-camera1.mov,1,,,,
207952,COOK/KITCHEN,COOK/KITCHEN,B-L,B-L,B-L,B-L,ASL_2006_10_10_scene15-camera1.mov,1,COOK,KITCHEN,,
207953,COOK/KITCHEN,COOK/KITCHEN,B-L,B-L,B-L,B-L,ASL_2007_05_24_scene18-camera1.mov,1,COOK,KITCHEN,,
2390,COOK/KITCHEN,COOK/KITCHEN,B-L,B-L,B-L,B-L,ASL_2008_08_06_scene4-camera1.mov,1,COOK,KITCHEN,,
2391,COOK/KITCHEN,COOK/KITCHEN,B-L,B-L,B-L,B-L,ASL_2008_05_12b_scene4-camera1.mov,1,COOK,KITCHEN,,
2392,COOK/KITCHEN,COOK/KITCHEN,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov,1,COOK,KITCHEN,,
39711,COOK/CHEF,COOK/KITCHEN+AGENT,B-L,B-L,B-L,B-L,ASL_2008_01_11_scene73-camera1.mov,1,COOK,KITCHEN,AGENT,
39712,COOK/CHEF,COOK/KITCHEN+AGENT,B-L,B-L,B-L,B-L,ASL_2008_05_12a_scene44-camera1.mov,1,COOK,KITCHEN,AGENT,
39713,COOK/CHEF,COOK/KITCHEN+AGENT,B-L,B-L,B-L,B-L,ASL_2008_08_04_scene46-camera1.mov,1,COOK,KITCHEN,AGENT,
39714,COOK/CHEF,COOK/KITCHEN+AGENT,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene3-camera1.mov,1,COOK,KITCHEN,AGENT,
39715,KITCHEN,COOK/KITCHEN+BOX/ROOM,B-L,B-L,B-L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene12-camera1.mov,1,COOK,KITCHEN,BOX/ROOM,
39716,KITCHEN,COOK/KITCHEN+BOX/ROOM,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene45-camera1.mov,1,COOK,KITCHEN,BOX/ROOM,
2393,COOKIE,COOKIE,5-C,B-L,5-C,B-L,ASL_2008_01_18_scene5-camera1.mov,1,,,,
2395,COOKIE,COOKIE,5-C,B-L,5-C,B-L,ASL_2008_08_06_scene4-camera1.mov,1,,,,
207712,COOKIE,COOKIE,5-C,B-L,5-C,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov,1,,,,
2396,COOKIE,COOKIE,5-C,B-L,5-C,B-L,ASL_2008_05_12b_scene4-camera1.mov,1,,,,
2397,COOKING,COOKING,B-L,B-L,B-L,B-L,ASL_2006_10_10_scene6-camera1.mov,1,,,,
2398,COOKING,COOKING,B-L,B-L,B-L,B-L,ASL_2007_05_24_scene10-camera1.mov,1,,,,
2399,COOL,COOL,B-L,B-L,B-L,B-L,ASL_2008_02_15_scene42-camera1.mov,1,,,,
2400,COOL,COOL,B-L,B-L,B-L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene26-camera1.mov,1,,,,
2401,COOL,COOL,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov,1,,,,
2402,COOL,COOL,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene36-camera1.mov,1,,,,
2403,COOPERATE/UNITE,COOPERATE/UNITE,F,F,F,F,ASL_2008_01_18_scene5-camera1.mov,1,COOPERATE,UNITE,,
2404,COOPERATE/UNITE,COOPERATE/UNITE,F,F,F,F,ASL_2008_03_28_scene28-camera1.mov,1,COOPERATE,UNITE,,
2405,COOPERATE/UNITE,COOPERATE/UNITE,F,F,F,F,ASL_2008_05_12b_scene5-camera1.mov,1,COOPERATE,UNITE,,
2406,COOPERATE/UNITE,COOPERATE/UNITE,8,8,8,8,ASL_2008_08_06_scene5-camera1.mov,1,COOPERATE,UNITE,,
2407,COOPERATE/UNITE,COOPERATE/UNITE,8,8,8,8,ASL_2011_06_08_Brady_scene30-camera1.mov,1,COOPERATE,UNITE,,
2408,COOPERATE/UNITE,COOPERATE/UNITE,F,F,F,F,ASL_2011_07_22_Brady_scene16-camera1.mov,1,COOPERATE,UNITE,,
2409,COP,COP,C,,C,,ASL_2008_02_15_scene44-camera1.mov,1,,,,
2410,COP,COP,C,,C,,ASL_2011_06_08_Brady_scene15-camera1.mov,1,,,,
2411,COP,COP,C,,C,,ASL_2011_06_08_Brady_scene26-camera1.mov,1,,,,
2412,COP,COP,C,,C,,ASL_2011_07_19_Brady_scene37-camera1.mov,1,,,,
2413,COP,COP,C,,C,,ASL_2006_10_10_scene21-camera1.mov,1,,,,
2415,COP,COP,sml-C-3,,sml-C-3,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene8-camera1.mov,1,,,,
2416,COP,COP,sml-C-3,,sml-C-3,,ASL_2008_08_04_scene19-camera1.mov,1,,,,
207871,COP,COP,sml-C-3,,sml-C-3,,ASL_2008_08_06_scene15-camera1.mov,1,,,,
207872,COP,COP,sml-C-3,,sml-C-3,,ASL_2011_07_22_Brady_scene38-camera1.mov,1,,,,
2417,COP,COP,sml-C-3,,sml-C-3,,ASL_2008_01_11_scene29-camera1.mov,1,,,,
2419,COP,COP,sml-C-3,,sml-C-3,,ASL_2007_05_24_scene23-camera1.mov,1,,,,
39719,DETECTIVE/POLICE INVESTIGATOR,COP+RESEARCH,C,,1,B-L,ASL_2008_05_12b_scene15-camera1.mov,1,,,COP+RESEARCH,
39720,DETECTIVE/POLICE INVESTIGATOR,COP+RESEARCH,C,,1,B-L,ASL_2011_06_14_Brady_scene4-camera1.mov,1,,,COP+RESEARCH,
207713,COPY,COPY,crvd-sprd-B,B-L,flat-O,B-L,ASL_2008_08_06_scene5-camera1.mov,1,,,,
207714,COPY,COPY,crvd-sprd-B,B-L,flat-O,B-L,ASL_2006_10_10_scene6-camera1.mov,1,,,,
2422,COPY,COPY,crvd-sprd-B,B-L,flat-O,B-L,ASL_2008_01_18_scene5-camera1.mov,1,,,,
